image,tag,result,k,object_ratio,background_ratio,k_x_object_ratio,k_x_background_ratio,perturbed_pixel,pixel_perturbed_percentage,total_pixel
n01924916_flatworm,object,safe,12544.0,0.8101482780612245,0.18985172193877553,10162.5,2381.5000000000005,10162.5,20.2537069515,50176.0
n01930112_nematode,whole-image,unsafe,12544.0,0.9862085459183674,0.013791454081632626,12371.0,172.99999999999966,12544.0,25.0,50176.0
n01930112_nematode,background,unsafe,12544.0,0.9862085459183674,0.013791454081632626,12371.0,172.99999999999966,172.99999999999966,0.344786352,50176.0
n01930112_nematode,object,unsafe,12544.0,0.9862085459183674,0.013791454081632626,12371.0,172.99999999999966,12371.0,24.655213648,50176.0
n01943899_conch,whole-image,safe,12544.0,0.8537348533163265,0.14626514668367352,10709.25,1834.7500000000007,12544.0,25.0,50176.0
n01943899_conch,background,safe,12544.0,0.8537348533163265,0.14626514668367352,10709.25,1834.7500000000007,1834.7500000000007,3.6566286671,50176.0
n01943899_conch,object,safe,12544.0,0.8537348533163265,0.14626514668367352,10709.25,1834.7500000000007,10709.25,21.3433713329,50176.0
n01944390_snail,whole-image,safe,12544.0,0.8787667410714286,0.1212332589285714,11023.25,1520.7499999999995,12544.0,25.0,50176.0
n01944390_snail,background,safe,12544.0,0.8787667410714286,0.1212332589285714,11023.25,1520.7499999999995,1520.7499999999995,3.0308314732,50176.0
n01944390_snail,object,safe,12544.0,0.8787667410714286,0.1212332589285714,11023.25,1520.7499999999995,11023.25,21.9691685268,50176.0
n01945685_slug,whole-image,unsafe,12544.0,0.5269451530612245,0.47305484693877553,6610.0,5934.0,12544.0,25.0,50176.0
n01945685_slug,background,unsafe,12544.0,0.5269451530612245,0.47305484693877553,6610.0,5934.0,5934.0,11.8263711735,50176.0
n01945685_slug,object,unsafe,12544.0,0.5269451530612245,0.47305484693877553,6610.0,5934.0,6610.0,13.1736288265,50176.0
n01950731_sea_slug,whole-image,unsafe,12544.0,0.8982182716836735,0.10178172831632648,11267.25,1276.7499999999993,12544.0,25.0,50176.0
n01950731_sea_slug,background,unsafe,12544.0,0.8982182716836735,0.10178172831632648,11267.25,1276.7499999999993,1276.7499999999993,2.5445432079,50176.0
n01950731_sea_slug,object,unsafe,12544.0,0.8982182716836735,0.10178172831632648,11267.25,1276.7499999999993,11267.25,22.4554567921,50176.0
n01955084_chiton,whole-image,safe,12544.0,0.841438137755102,0.158561862244898,10555.0,1989.0000000000005,12544.0,25.0,50176.0
n01955084_chiton,background,safe,12544.0,0.841438137755102,0.158561862244898,10555.0,1989.0000000000005,1989.0000000000005,3.9640465561,50176.0
n01955084_chiton,object,safe,12544.0,0.841438137755102,0.158561862244898,10555.0,1989.0000000000005,10555.0,21.0359534439,50176.0
n01968897_chambered_nautilus,whole-image,unsafe,12544.0,0.7511360012755102,0.24886399872448983,9422.25,3121.7500000000005,12544.0,25.0,50176.0
n01968897_chambered_nautilus,background,unsafe,12544.0,0.7511360012755102,0.24886399872448983,9422.25,3121.7500000000005,3121.7500000000005,6.2215999681,50176.0
n01968897_chambered_nautilus,object,unsafe,12544.0,0.7511360012755102,0.24886399872448983,9422.25,3121.7500000000005,9422.25,18.7784000319,50176.0
n01978455_rock_crab,whole-image,safe,12544.0,0.9744499362244898,0.025550063775510168,12223.5,320.49999999999955,12544.0,25.0,50176.0
n01978455_rock_crab,background,safe,12544.0,0.9744499362244898,0.025550063775510168,12223.5,320.49999999999955,320.49999999999955,0.6387515944,50176.0
n01978455_rock_crab,object,safe,12544.0,0.9744499362244898,0.025550063775510168,12223.5,320.49999999999955,12223.5,24.3612484056,50176.0
n01980166_fiddler_crab,whole-image,safe,12544.0,0.8219666772959183,0.17803332270408168,10310.75,2233.2500000000005,12544.0,25.0,50176.0
n01980166_fiddler_crab,background,safe,12544.0,0.8219666772959183,0.17803332270408168,10310.75,2233.2500000000005,2233.2500000000005,4.4508330676,50176.0
n01980166_fiddler_crab,object,safe,12544.0,0.8219666772959183,0.17803332270408168,10310.75,2233.2500000000005,10310.75,20.5491669324,50176.0
n01981276_king_crab,whole-image,unsafe,12544.0,0.4958944515306122,0.5041055484693878,6220.499999999999,6323.500000000001,12544.0,25.0,50176.0
n01981276_king_crab,background,unsafe,12544.0,0.4958944515306122,0.5041055484693878,6220.499999999999,6323.500000000001,6323.500000000001,12.6026387117,50176.0
n01981276_king_crab,object,unsafe,12544.0,0.4958944515306122,0.5041055484693878,6220.499999999999,6323.500000000001,6220.499999999999,12.3973612883,50176.0
n01983481_American_lobster,whole-image,unsafe,12544.0,0.4962133290816326,0.5037866709183674,6224.5,6319.5,12544.0,25.0,50176.0
n01983481_American_lobster,background,unsafe,12544.0,0.4962133290816326,0.5037866709183674,6224.5,6319.5,6319.5,12.594666773,50176.0
n01983481_American_lobster,object,unsafe,12544.0,0.4962133290816326,0.5037866709183674,6224.5,6319.5,6224.5,12.405333227,50176.0
n01984695_spiny_lobster,whole-image,unsafe,12544.0,0.4037189094387755,0.5962810905612246,5064.25,7479.750000000001,12544.0,25.0,50176.0
n01984695_spiny_lobster,background,unsafe,12544.0,0.4037189094387755,0.5962810905612246,5064.25,7479.750000000001,7479.750000000001,14.907027264,50176.0
n01984695_spiny_lobster,object,unsafe,12544.0,0.4037189094387755,0.5962810905612246,5064.25,7479.750000000001,5064.25,10.092972736,50176.0
n01986214_hermit_crab,whole-image,unsafe,12544.0,0.7301698022959183,0.2698301977040817,9159.25,3384.7500000000005,12544.0,25.0,50176.0
n01986214_hermit_crab,background,unsafe,12544.0,0.7301698022959183,0.2698301977040817,9159.25,3384.7500000000005,3384.7500000000005,6.7457549426,50176.0
n01986214_hermit_crab,object,unsafe,12544.0,0.7301698022959183,0.2698301977040817,9159.25,3384.7500000000005,9159.25,18.2542450574,50176.0
n01990800_isopod,whole-image,unsafe,12544.0,0.972297512755102,0.02770248724489799,12196.5,347.50000000000034,12544.0,25.0,50176.0
n01990800_isopod,background,unsafe,12544.0,0.972297512755102,0.02770248724489799,12196.5,347.50000000000034,347.50000000000034,0.6925621811,50176.0
n01990800_isopod,object,unsafe,12544.0,0.972297512755102,0.02770248724489799,12196.5,347.50000000000034,12196.5,24.3074378189,50176.0
n02002556_white_stork,whole-image,unsafe,12544.0,0.6827766262755102,0.31722337372448983,8564.75,3979.2500000000005,12544.0,25.0,50176.0
n02002556_white_stork,background,unsafe,12544.0,0.6827766262755102,0.31722337372448983,8564.75,3979.2500000000005,3979.2500000000005,7.9305843431,50176.0
n02002556_white_stork,object,unsafe,12544.0,0.6827766262755102,0.31722337372448983,8564.75,3979.2500000000005,8564.75,17.0694156569,50176.0
n02002724_black_stork,whole-image,safe,12544.0,0.7904177295918368,0.20958227040816324,9915.0,2628.9999999999995,12544.0,25.0,50176.0
n02002724_black_stork,background,safe,12544.0,0.7904177295918368,0.20958227040816324,9915.0,2628.9999999999995,2628.9999999999995,5.2395567602,50176.0
n02002724_black_stork,object,safe,12544.0,0.7904177295918368,0.20958227040816324,9915.0,2628.9999999999995,9915.0,19.7604432398,50176.0
n02006656_spoonbill,whole-image,safe,12544.0,0.9840760522959184,0.015923947704081565,12344.25,199.74999999999915,12544.0,25.0,50176.0
n02006656_spoonbill,background,safe,12544.0,0.9840760522959184,0.015923947704081565,12344.25,199.74999999999915,199.74999999999915,0.3980986926,50176.0
n02006656_spoonbill,object,safe,12544.0,0.9840760522959184,0.015923947704081565,12344.25,199.74999999999915,12344.25,24.6019013074,50176.0
n02007558_flamingo,whole-image,unsafe,12544.0,0.6462252869897959,0.35377471301020413,8106.249999999999,4437.750000000001,12544.0,25.0,50176.0
n02007558_flamingo,background,unsafe,12544.0,0.6462252869897959,0.35377471301020413,8106.249999999999,4437.750000000001,4437.750000000001,8.8443678253,50176.0
n02007558_flamingo,object,unsafe,12544.0,0.6462252869897959,0.35377471301020413,8106.249999999999,4437.750000000001,8106.249999999999,16.1556321747,50176.0
n02009229_little_blue_heron,whole-image,unsafe,12544.0,0.8451450892857143,0.1548549107142857,10601.5,1942.4999999999998,12544.0,25.0,50176.0
n02009229_little_blue_heron,background,unsafe,12544.0,0.8451450892857143,0.1548549107142857,10601.5,1942.4999999999998,1942.4999999999998,3.8713727679,50176.0
n02009229_little_blue_heron,object,unsafe,12544.0,0.8451450892857143,0.1548549107142857,10601.5,1942.4999999999998,10601.5,21.1286272321,50176.0
n02009912_American_egret,whole-image,safe,12544.0,0.9732342155612244,0.02676578443877564,12208.249999999998,335.75000000000165,12544.0,25.0,50176.0
n02009912_American_egret,background,safe,12544.0,0.9732342155612244,0.02676578443877564,12208.249999999998,335.75000000000165,335.75000000000165,0.669144611,50176.0
n02009912_American_egret,object,safe,12544.0,0.9732342155612244,0.02676578443877564,12208.249999999998,335.75000000000165,12208.249999999998,24.330855389,50176.0
n02011460_bittern,whole-image,safe,12544.0,0.9287707270408164,0.07122927295918358,11650.500000000002,893.4999999999987,12544.0,25.0,50176.0
n02011460_bittern,background,safe,12544.0,0.9287707270408164,0.07122927295918358,11650.500000000002,893.4999999999987,893.4999999999987,1.780731824,50176.0
n02011460_bittern,object,safe,12544.0,0.9287707270408164,0.07122927295918358,11650.500000000002,893.4999999999987,11650.500000000002,23.219268176,50176.0
n02012849_crane,whole-image,safe,12544.0,0.8252949617346939,0.17470503826530615,10352.5,2191.5000000000005,12544.0,25.0,50176.0
n02012849_crane,background,safe,12544.0,0.8252949617346939,0.17470503826530615,10352.5,2191.5000000000005,2191.5000000000005,4.3676259566,50176.0
n02012849_crane,object,safe,12544.0,0.8252949617346939,0.17470503826530615,10352.5,2191.5000000000005,10352.5,20.6323740434,50176.0
n01871265_tusker,whole-image,unsafe,6272.0,0.6148158482142857,0.3851841517857143,3856.125,2415.875,6272.0,12.5,50176.0
n01871265_tusker,background,unsafe,6272.0,0.6148158482142857,0.3851841517857143,3856.125,2415.875,2415.875,4.8148018973,50176.0
n01871265_tusker,object,unsafe,6272.0,0.6148158482142857,0.3851841517857143,3856.125,2415.875,3856.125,7.6851981027,50176.0
n01872401_echidna,whole-image,unsafe,6272.0,0.6377351721938775,0.36226482780612246,3999.875,2272.125,6272.0,12.5,50176.0
n01872401_echidna,background,unsafe,6272.0,0.6377351721938775,0.36226482780612246,3999.875,2272.125,2272.125,4.5283103476,50176.0
n01872401_echidna,object,unsafe,6272.0,0.6377351721938775,0.36226482780612246,3999.875,2272.125,3999.875,7.9716896524,50176.0
n01873310_platypus,whole-image,safe,6272.0,0.5134925063775511,0.48650749362244894,3220.6250000000005,3051.3749999999995,6272.0,12.5,50176.0
n01873310_platypus,background,safe,6272.0,0.5134925063775511,0.48650749362244894,3220.6250000000005,3051.3749999999995,3051.3749999999995,6.0813436703,50176.0
n01873310_platypus,object,safe,6272.0,0.5134925063775511,0.48650749362244894,3220.6250000000005,3051.3749999999995,3220.6250000000005,6.4186563297,50176.0
n01877812_wallaby,whole-image,unsafe,6272.0,0.933494100765306,0.06650589923469397,5854.874999999999,417.12500000000057,6272.0,12.5,50176.0
n01877812_wallaby,background,unsafe,6272.0,0.933494100765306,0.06650589923469397,5854.874999999999,417.12500000000057,417.12500000000057,0.8313237404,50176.0
n01877812_wallaby,object,unsafe,6272.0,0.933494100765306,0.06650589923469397,5854.874999999999,417.12500000000057,5854.874999999999,11.6686762596,50176.0
n01882714_koala,whole-image,unsafe,6272.0,0.7264030612244898,0.27359693877551017,4556.0,1715.9999999999998,6272.0,12.5,50176.0
n01882714_koala,background,unsafe,6272.0,0.7264030612244898,0.27359693877551017,4556.0,1715.9999999999998,1715.9999999999998,3.4199617347,50176.0
n01882714_koala,object,unsafe,6272.0,0.7264030612244898,0.27359693877551017,4556.0,1715.9999999999998,4556.0,9.0800382653,50176.0
n01883070_wombat,whole-image,unsafe,6272.0,0.7316047512755102,0.26839524872448983,4588.625,1683.3750000000002,6272.0,12.5,50176.0
n01883070_wombat,background,unsafe,6272.0,0.7316047512755102,0.26839524872448983,4588.625,1683.3750000000002,1683.3750000000002,3.3549406091,50176.0
n01883070_wombat,object,unsafe,6272.0,0.7316047512755102,0.26839524872448983,4588.625,1683.3750000000002,4588.625,9.1450593909,50176.0
n01914609_sea_anemone,whole-image,safe,6272.0,0.6537786989795918,0.34622130102040816,4100.5,2171.5,6272.0,12.5,50176.0
n01914609_sea_anemone,background,safe,6272.0,0.6537786989795918,0.34622130102040816,4100.5,2171.5,2171.5,4.3277662628,50176.0
n01914609_sea_anemone,object,safe,6272.0,0.6537786989795918,0.34622130102040816,4100.5,2171.5,4100.5,8.1722337372,50176.0
n01917289_brain_coral,whole-image,unsafe,6272.0,0.8720105229591837,0.1279894770408163,5469.25,802.7499999999999,6272.0,12.5,50176.0
n01917289_brain_coral,background,unsafe,6272.0,0.8720105229591837,0.1279894770408163,5469.25,802.7499999999999,802.7499999999999,1.599868463,50176.0
n01917289_brain_coral,object,unsafe,6272.0,0.8720105229591837,0.1279894770408163,5469.25,802.7499999999999,5469.25,10.900131537,50176.0
n01924916_flatworm,whole-image,safe,6272.0,0.8101482780612245,0.18985172193877553,5081.25,1190.7500000000002,6272.0,12.5,50176.0
n01924916_flatworm,background,safe,6272.0,0.8101482780612245,0.18985172193877553,5081.25,1190.7500000000002,1190.7500000000002,2.3731465242,50176.0
n01924916_flatworm,object,safe,6272.0,0.8101482780612245,0.18985172193877553,5081.25,1190.7500000000002,5081.25,10.1268534758,50176.0
n01930112_nematode,whole-image,unsafe,6272.0,0.9862085459183674,0.013791454081632626,6185.5,86.49999999999983,6272.0,12.5,50176.0
n01930112_nematode,background,unsafe,6272.0,0.9862085459183674,0.013791454081632626,6185.5,86.49999999999983,86.49999999999983,0.172393176,50176.0
n01930112_nematode,object,unsafe,6272.0,0.9862085459183674,0.013791454081632626,6185.5,86.49999999999983,6185.5,12.327606824,50176.0
n01943899_conch,whole-image,safe,6272.0,0.8537348533163265,0.14626514668367352,5354.625,917.3750000000003,6272.0,12.5,50176.0
n01943899_conch,background,safe,6272.0,0.8537348533163265,0.14626514668367352,5354.625,917.3750000000003,917.3750000000003,1.8283143335,50176.0
n01943899_conch,object,safe,6272.0,0.8537348533163265,0.14626514668367352,5354.625,917.3750000000003,5354.625,10.6716856665,50176.0
n01944390_snail,whole-image,safe,6272.0,0.8787667410714286,0.1212332589285714,5511.625,760.3749999999998,6272.0,12.5,50176.0
n01944390_snail,background,safe,6272.0,0.8787667410714286,0.1212332589285714,5511.625,760.3749999999998,760.3749999999998,1.5154157366,50176.0
n01944390_snail,object,safe,6272.0,0.8787667410714286,0.1212332589285714,5511.625,760.3749999999998,5511.625,10.9845842634,50176.0
n01945685_slug,whole-image,unsafe,6272.0,0.5269451530612245,0.47305484693877553,3305.0,2967.0,6272.0,12.5,50176.0
n01945685_slug,background,unsafe,6272.0,0.5269451530612245,0.47305484693877553,3305.0,2967.0,2967.0,5.9131855867,50176.0
n01945685_slug,object,unsafe,6272.0,0.5269451530612245,0.47305484693877553,3305.0,2967.0,3305.0,6.5868144133,50176.0
n01950731_sea_slug,whole-image,unsafe,6272.0,0.8982182716836735,0.10178172831632648,5633.625,638.3749999999997,6272.0,12.5,50176.0
n01950731_sea_slug,background,unsafe,6272.0,0.8982182716836735,0.10178172831632648,5633.625,638.3749999999997,638.3749999999997,1.272271604,50176.0
n01950731_sea_slug,object,unsafe,6272.0,0.8982182716836735,0.10178172831632648,5633.625,638.3749999999997,5633.625,11.227728396,50176.0
n01955084_chiton,whole-image,safe,6272.0,0.841438137755102,0.158561862244898,5277.5,994.5000000000002,6272.0,12.5,50176.0
n01955084_chiton,background,safe,6272.0,0.841438137755102,0.158561862244898,5277.5,994.5000000000002,994.5000000000002,1.9820232781,50176.0
n01955084_chiton,object,safe,6272.0,0.841438137755102,0.158561862244898,5277.5,994.5000000000002,5277.5,10.5179767219,50176.0
n01968897_chambered_nautilus,whole-image,unsafe,6272.0,0.7511360012755102,0.24886399872448983,4711.125,1560.8750000000002,6272.0,12.5,50176.0
n01968897_chambered_nautilus,background,unsafe,6272.0,0.7511360012755102,0.24886399872448983,4711.125,1560.8750000000002,1560.8750000000002,3.1107999841,50176.0
n01968897_chambered_nautilus,object,unsafe,6272.0,0.7511360012755102,0.24886399872448983,4711.125,1560.8750000000002,4711.125,9.3892000159,50176.0
n01978455_rock_crab,whole-image,safe,6272.0,0.9744499362244898,0.025550063775510168,6111.75,160.24999999999977,6272.0,12.5,50176.0
n01978455_rock_crab,background,safe,6272.0,0.9744499362244898,0.025550063775510168,6111.75,160.24999999999977,160.24999999999977,0.3193757972,50176.0
n01978455_rock_crab,object,safe,6272.0,0.9744499362244898,0.025550063775510168,6111.75,160.24999999999977,6111.75,12.1806242028,50176.0
n01980166_fiddler_crab,whole-image,safe,6272.0,0.8219666772959183,0.17803332270408168,5155.375,1116.6250000000002,6272.0,12.5,50176.0
n01980166_fiddler_crab,background,safe,6272.0,0.8219666772959183,0.17803332270408168,5155.375,1116.6250000000002,1116.6250000000002,2.2254165338,50176.0
n01980166_fiddler_crab,object,safe,6272.0,0.8219666772959183,0.17803332270408168,5155.375,1116.6250000000002,5155.375,10.2745834662,50176.0
n01981276_king_crab,whole-image,unsafe,6272.0,0.4958944515306122,0.5041055484693878,3110.2499999999995,3161.7500000000005,6272.0,12.5,50176.0
n01981276_king_crab,background,unsafe,6272.0,0.4958944515306122,0.5041055484693878,3110.2499999999995,3161.7500000000005,3161.7500000000005,6.3013193559,50176.0
n01981276_king_crab,object,unsafe,6272.0,0.4958944515306122,0.5041055484693878,3110.2499999999995,3161.7500000000005,3110.2499999999995,6.1986806441,50176.0
n01983481_American_lobster,whole-image,unsafe,6272.0,0.4962133290816326,0.5037866709183674,3112.25,3159.75,6272.0,12.5,50176.0
n01983481_American_lobster,background,unsafe,6272.0,0.4962133290816326,0.5037866709183674,3112.25,3159.75,3159.75,6.2973333865,50176.0
n01983481_American_lobster,object,unsafe,6272.0,0.4962133290816326,0.5037866709183674,3112.25,3159.75,3112.25,6.2026666135,50176.0
n01984695_spiny_lobster,whole-image,unsafe,6272.0,0.4037189094387755,0.5962810905612246,2532.125,3739.8750000000005,6272.0,12.5,50176.0
n01984695_spiny_lobster,background,unsafe,6272.0,0.4037189094387755,0.5962810905612246,2532.125,3739.8750000000005,3739.8750000000005,7.453513632,50176.0
n01984695_spiny_lobster,object,unsafe,6272.0,0.4037189094387755,0.5962810905612246,2532.125,3739.8750000000005,2532.125,5.046486368,50176.0
n01986214_hermit_crab,whole-image,unsafe,6272.0,0.7301698022959183,0.2698301977040817,4579.625,1692.3750000000002,6272.0,12.5,50176.0
n01986214_hermit_crab,background,unsafe,6272.0,0.7301698022959183,0.2698301977040817,4579.625,1692.3750000000002,1692.3750000000002,3.3728774713,50176.0
n01986214_hermit_crab,object,unsafe,6272.0,0.7301698022959183,0.2698301977040817,4579.625,1692.3750000000002,4579.625,9.1271225287,50176.0
n01990800_isopod,whole-image,unsafe,6272.0,0.972297512755102,0.02770248724489799,6098.25,173.75000000000017,6272.0,12.5,50176.0
n01990800_isopod,background,unsafe,6272.0,0.972297512755102,0.02770248724489799,6098.25,173.75000000000017,173.75000000000017,0.3462810906,50176.0
n01990800_isopod,object,unsafe,6272.0,0.972297512755102,0.02770248724489799,6098.25,173.75000000000017,6098.25,12.1537189094,50176.0
n02002556_white_stork,whole-image,unsafe,6272.0,0.6827766262755102,0.31722337372448983,4282.375,1989.6250000000002,6272.0,12.5,50176.0
n02002556_white_stork,background,unsafe,6272.0,0.6827766262755102,0.31722337372448983,4282.375,1989.6250000000002,1989.6250000000002,3.9652921716,50176.0
n02002556_white_stork,object,unsafe,6272.0,0.6827766262755102,0.31722337372448983,4282.375,1989.6250000000002,4282.375,8.5347078284,50176.0
n02002724_black_stork,whole-image,safe,6272.0,0.7904177295918368,0.20958227040816324,4957.5,1314.4999999999998,6272.0,12.5,50176.0
n02002724_black_stork,background,safe,6272.0,0.7904177295918368,0.20958227040816324,4957.5,1314.4999999999998,1314.4999999999998,2.6197783801,50176.0
n02002724_black_stork,object,safe,6272.0,0.7904177295918368,0.20958227040816324,4957.5,1314.4999999999998,4957.5,9.8802216199,50176.0
n02006656_spoonbill,whole-image,safe,6272.0,0.9840760522959184,0.015923947704081565,6172.125,99.87499999999957,6272.0,12.5,50176.0
n02006656_spoonbill,background,safe,6272.0,0.9840760522959184,0.015923947704081565,6172.125,99.87499999999957,99.87499999999957,0.1990493463,50176.0
n02006656_spoonbill,object,safe,6272.0,0.9840760522959184,0.015923947704081565,6172.125,99.87499999999957,6172.125,12.3009506537,50176.0
n02007558_flamingo,whole-image,unsafe,6272.0,0.6462252869897959,0.35377471301020413,4053.1249999999995,2218.8750000000005,6272.0,12.5,50176.0
n02007558_flamingo,background,unsafe,6272.0,0.6462252869897959,0.35377471301020413,4053.1249999999995,2218.8750000000005,2218.8750000000005,4.4221839126,50176.0
n02007558_flamingo,object,unsafe,6272.0,0.6462252869897959,0.35377471301020413,4053.1249999999995,2218.8750000000005,4053.1249999999995,8.0778160874,50176.0
n02009229_little_blue_heron,whole-image,unsafe,6272.0,0.8451450892857143,0.1548549107142857,5300.75,971.2499999999999,6272.0,12.5,50176.0
n02009229_little_blue_heron,background,unsafe,6272.0,0.8451450892857143,0.1548549107142857,5300.75,971.2499999999999,971.2499999999999,1.9356863839,50176.0
n02009229_little_blue_heron,object,unsafe,6272.0,0.8451450892857143,0.1548549107142857,5300.75,971.2499999999999,5300.75,10.5643136161,50176.0
n02009912_American_egret,whole-image,safe,6272.0,0.9732342155612244,0.02676578443877564,6104.124999999999,167.87500000000082,6272.0,12.5,50176.0
n02009912_American_egret,background,safe,6272.0,0.9732342155612244,0.02676578443877564,6104.124999999999,167.87500000000082,167.87500000000082,0.3345723055,50176.0
n02009912_American_egret,object,safe,6272.0,0.9732342155612244,0.02676578443877564,6104.124999999999,167.87500000000082,6104.124999999999,12.1654276945,50176.0
n02011460_bittern,whole-image,safe,6272.0,0.9287707270408164,0.07122927295918358,5825.250000000001,446.7499999999994,6272.0,12.5,50176.0
n02011460_bittern,background,safe,6272.0,0.9287707270408164,0.07122927295918358,5825.250000000001,446.7499999999994,446.7499999999994,0.890365912,50176.0
n02011460_bittern,object,safe,6272.0,0.9287707270408164,0.07122927295918358,5825.250000000001,446.7499999999994,5825.250000000001,11.609634088,50176.0
n02012849_crane,whole-image,safe,6272.0,0.8252949617346939,0.17470503826530615,5176.25,1095.7500000000002,6272.0,12.5,50176.0
n02012849_crane,background,safe,6272.0,0.8252949617346939,0.17470503826530615,5176.25,1095.7500000000002,1095.7500000000002,2.1838129783,50176.0
n02012849_crane,object,safe,6272.0,0.8252949617346939,0.17470503826530615,5176.25,1095.7500000000002,5176.25,10.3161870217,50176.0
n01871265_tusker,whole-image,unsafe,3136.0,0.6148158482142857,0.3851841517857143,1928.0625,1207.9375,3136.0,6.25,50176.0
n01871265_tusker,background,unsafe,3136.0,0.6148158482142857,0.3851841517857143,1928.0625,1207.9375,1207.9375,2.4074009487,50176.0
n01871265_tusker,object,unsafe,3136.0,0.6148158482142857,0.3851841517857143,1928.0625,1207.9375,1928.0625,3.8425990513,50176.0
n01872401_echidna,whole-image,unsafe,3136.0,0.6377351721938775,0.36226482780612246,1999.9375,1136.0625,3136.0,6.25,50176.0
n01872401_echidna,background,unsafe,3136.0,0.6377351721938775,0.36226482780612246,1999.9375,1136.0625,1136.0625,2.2641551738,50176.0
n01872401_echidna,object,unsafe,3136.0,0.6377351721938775,0.36226482780612246,1999.9375,1136.0625,1999.9375,3.9858448262,50176.0
n01873310_platypus,whole-image,safe,3136.0,0.5134925063775511,0.48650749362244894,1610.3125000000002,1525.6874999999998,3136.0,6.25,50176.0
n01873310_platypus,background,safe,3136.0,0.5134925063775511,0.48650749362244894,1610.3125000000002,1525.6874999999998,1525.6874999999998,3.0406718351,50176.0
n01873310_platypus,object,safe,3136.0,0.5134925063775511,0.48650749362244894,1610.3125000000002,1525.6874999999998,1610.3125000000002,3.2093281649,50176.0
n01877812_wallaby,whole-image,unsafe,3136.0,0.933494100765306,0.06650589923469397,2927.4374999999995,208.56250000000028,3136.0,6.25,50176.0
n01877812_wallaby,background,unsafe,3136.0,0.933494100765306,0.06650589923469397,2927.4374999999995,208.56250000000028,208.56250000000028,0.4156618702,50176.0
n01877812_wallaby,object,unsafe,3136.0,0.933494100765306,0.06650589923469397,2927.4374999999995,208.56250000000028,2927.4374999999995,5.8343381298,50176.0
n01882714_koala,whole-image,unsafe,3136.0,0.7264030612244898,0.27359693877551017,2278.0,857.9999999999999,3136.0,6.25,50176.0
n01882714_koala,background,unsafe,3136.0,0.7264030612244898,0.27359693877551017,2278.0,857.9999999999999,857.9999999999999,1.7099808673,50176.0
n01882714_koala,object,unsafe,3136.0,0.7264030612244898,0.27359693877551017,2278.0,857.9999999999999,2278.0,4.5400191327,50176.0
n01883070_wombat,whole-image,unsafe,3136.0,0.7316047512755102,0.26839524872448983,2294.3125,841.6875000000001,3136.0,6.25,50176.0
n01883070_wombat,background,unsafe,3136.0,0.7316047512755102,0.26839524872448983,2294.3125,841.6875000000001,841.6875000000001,1.6774703045,50176.0
n01883070_wombat,object,unsafe,3136.0,0.7316047512755102,0.26839524872448983,2294.3125,841.6875000000001,2294.3125,4.5725296955,50176.0
n01914609_sea_anemone,whole-image,safe,3136.0,0.6537786989795918,0.34622130102040816,2050.25,1085.75,3136.0,6.25,50176.0
n01914609_sea_anemone,background,safe,3136.0,0.6537786989795918,0.34622130102040816,2050.25,1085.75,1085.75,2.1638831314,50176.0
n01914609_sea_anemone,object,safe,3136.0,0.6537786989795918,0.34622130102040816,2050.25,1085.75,2050.25,4.0861168686,50176.0
n01917289_brain_coral,whole-image,unsafe,3136.0,0.8720105229591837,0.1279894770408163,2734.625,401.37499999999994,3136.0,6.25,50176.0
n01917289_brain_coral,background,unsafe,3136.0,0.8720105229591837,0.1279894770408163,2734.625,401.37499999999994,401.37499999999994,0.7999342315,50176.0
n01917289_brain_coral,object,unsafe,3136.0,0.8720105229591837,0.1279894770408163,2734.625,401.37499999999994,2734.625,5.4500657685,50176.0
n01924916_flatworm,whole-image,safe,3136.0,0.8101482780612245,0.18985172193877553,2540.625,595.3750000000001,3136.0,6.25,50176.0
n01924916_flatworm,background,safe,3136.0,0.8101482780612245,0.18985172193877553,2540.625,595.3750000000001,595.3750000000001,1.1865732621,50176.0
n01924916_flatworm,object,safe,3136.0,0.8101482780612245,0.18985172193877553,2540.625,595.3750000000001,2540.625,5.0634267379,50176.0
n01930112_nematode,whole-image,unsafe,3136.0,0.9862085459183674,0.013791454081632626,3092.75,43.249999999999915,3136.0,6.25,50176.0
n01930112_nematode,background,unsafe,3136.0,0.9862085459183674,0.013791454081632626,3092.75,43.249999999999915,43.249999999999915,0.086196588,50176.0
n01930112_nematode,object,unsafe,3136.0,0.9862085459183674,0.013791454081632626,3092.75,43.249999999999915,3092.75,6.163803412,50176.0
n01943899_conch,whole-image,safe,3136.0,0.8537348533163265,0.14626514668367352,2677.3125,458.68750000000017,3136.0,6.25,50176.0
n01943899_conch,background,safe,3136.0,0.8537348533163265,0.14626514668367352,2677.3125,458.68750000000017,458.68750000000017,0.9141571668,50176.0
n01943899_conch,object,safe,3136.0,0.8537348533163265,0.14626514668367352,2677.3125,458.68750000000017,2677.3125,5.3358428332,50176.0
n01944390_snail,whole-image,safe,3136.0,0.8787667410714286,0.1212332589285714,2755.8125,380.1874999999999,3136.0,6.25,50176.0
n01944390_snail,background,safe,3136.0,0.8787667410714286,0.1212332589285714,2755.8125,380.1874999999999,380.1874999999999,0.7577078683,50176.0
n01944390_snail,object,safe,3136.0,0.8787667410714286,0.1212332589285714,2755.8125,380.1874999999999,2755.8125,5.4922921317,50176.0
