image,imagenet_id,segment_index,tag,mask_path,resolved_mask_path,status,r,lambda,c,outer_frac,flip_score,is_flipped,decision_rule
n02110341_dalmatian,251,0,fix_mask,property_masks/n02110341_dalmatian_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02110341_dalmatian_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4206991390306122,0.6656876213937183,0.05869534321853238,0.6371216068975318,0.018794139030612167,True,large_mask_ratio
n02110627_affenpinscher,252,0,fix_mask,property_masks/n02110627_affenpinscher_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02110627_affenpinscher_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3880939094387755,0.6240949006316439,0.004570430852975915,0.7647511939608689,0.053440193960868854,True,outer_band_dominant
n02110806_basenji,253,0,fix_mask,property_masks/n02110806_basenji_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02110806_basenji_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4629105548469387,0.8283463210918328,0.30081370818444053,0.4417703534679468,0.0610055548469387,True,large_mask_ratio
n02110958_pug,254,0,fix_mask,property_masks/n02110958_pug_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02110958_pug_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3167649872448979,0.8543475525355481,0.0022650056625141564,0.8172266263998993,0.10591562639989927,True,outer_band_dominant
n02111129_Leonberg,255,0,fix_mask,property_masks/n02111129_Leonberg_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02111129_Leonberg_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.5746372767857143,0.9601498283217147,0.22661533659348662,0.45666423889293517,0.1727322767857143,True,large_mask_ratio
n02111277_Newfoundland,256,0,fix_mask,property_masks/n02111277_Newfoundland_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02111277_Newfoundland_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1862842793367347,0.7615277629185835,0.0,0.9467208730073821,0.23540987300738203,True,outer_band_dominant
n02112018_Pomeranian,259,0,fix_mask,property_masks/n02112018_Pomeranian_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02112018_Pomeranian_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2453563456632653,0.5144180001624563,0.040451628624807084,0.8528957842579806,0.1415847842579806,True,outer_band_dominant
n02112137_chow,260,0,fix_mask,property_masks/n02112137_chow_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02112137_chow_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3177415497448979,0.7688013548265696,0.2198457003073449,0.5105061782600514,-0.08119864517343034,False,default
n02112350_keeshond,261,0,fix_mask,property_masks/n02112350_keeshond_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02112350_keeshond_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1845503826530612,0.9759179265658747,0.0,0.7907127429805616,0.07940174298056157,True,outer_band_dominant
n02112706_Brabancon_griffon,262,0,fix_mask,property_masks/n02112706_Brabancon_griffon_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02112706_Brabancon_griffon_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2043407206632653,0.6786306446893592,0.0,0.9385545693943236,0.22724356939432355,True,outer_band_dominant
n02113023_Pembroke,263,0,fix_mask,property_masks/n02113023_Pembroke_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02113023_Pembroke_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4109733737244898,0.6692206973473643,0.13937248436060326,0.6076329954900345,0.009068373724489764,True,large_mask_ratio
n02113186_Cardigan,264,0,fix_mask,property_masks/n02113186_Cardigan_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02113186_Cardigan_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1686463647959183,0.6247931930985583,0.0,0.8051288111557552,0.09381781115575516,True,outer_band_dominant
n02113624_toy_poodle,265,0,fix_mask,property_masks/n02113624_toy_poodle_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02113624_toy_poodle_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3934550382653061,0.42989565393577145,0.06331678654644919,0.6657886738932226,-0.008449961734693923,False,default
n02113799_standard_poodle,267,0,fix_mask,property_masks/n02113799_standard_poodle_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02113799_standard_poodle_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4896364795918367,0.9343047867144253,0.23616085965483555,0.4654428524910453,0.08773147959183669,True,large_mask_ratio
n02113978_Mexican_hairless,268,0,fix_mask,property_masks/n02113978_Mexican_hairless_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02113978_Mexican_hairless_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1304807079081632,0.3254925920268825,0.1971895524667787,0.2950969909882389,-0.18282955246677868,False,default
n02114367_timber_wolf,269,0,fix_mask,property_masks/n02114367_timber_wolf_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02114367_timber_wolf_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2716039540816326,0.4484150278837687,0.1587173466392721,0.5501907836806574,-0.1303010459183674,False,default
n02114548_white_wolf,270,0,fix_mask,property_masks/n02114548_white_wolf_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02114548_white_wolf_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1357820471938775,0.14619110523998238,0.21077352120945253,0.5542345515925436,-0.15707644840745638,False,default
n02114712_red_wolf,271,0,fix_mask,property_masks/n02114712_red_wolf_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02114712_red_wolf_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1755819515306122,0.436322360953462,0.00011350737797956867,0.9017026106696935,0.19039161066969346,True,outer_band_dominant
n02113712_miniature_poodle,266,0,fix_mask,property_masks/n02113712_miniature_poodle_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02113712_miniature_poodle_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.5339405293367347,0.9268784293232802,0.36624239483408605,0.3604568698443507,0.13203552933673474,True,large_mask_ratio
n01796340_ptarmigan,81,0,fix_mask,property_masks/n01796340_ptarmigan_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01796340_ptarmigan_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1214724170918367,0.9612797374897457,0.5350287120590648,0.15914684167350288,-0.04852758290816331,False,default
n01797886_ruffed_grouse,82,0,fix_mask,property_masks/n01797886_ruffed_grouse_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01797886_ruffed_grouse_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1040138711734693,0.6307721785782717,0.52845372676758,0.3719103276489749,-0.21922782142172825,False,default
n01806143_peacock,84,0,fix_mask,property_masks/n01806143_peacock_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01806143_peacock_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.5625398596938775,0.9059732161836604,0.24137320201232906,0.4214199674059378,0.16063485969387753,True,large_mask_ratio
n01806567_quail,85,0,fix_mask,property_masks/n01806567_quail_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01806567_quail_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1927415497448979,0.433977871988419,0.32871471409368214,0.4840244028538931,-0.2091634502551021,False,default
n01807496_partridge,86,0,fix_mask,property_masks/n01807496_partridge_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01807496_partridge_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1275908801020408,0.3850359262730397,0.35051546391752575,0.09809434551702594,-0.2743141198979592,False,default
n01817953_African_grey,87,0,fix_mask,property_masks/n01817953_African_grey_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01817953_African_grey_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3602120535714285,1.0,5.5328095606949206e-05,0.8057983844196083,0.09448738441960824,True,outer_band_dominant
n01818515_macaw,88,0,fix_mask,property_masks/n01818515_macaw_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01818515_macaw_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.6140784438775511,0.416785667921589,0.17535375827599636,0.5285603011813579,0.21217344387755105,True,large_mask_ratio
n01819313_sulphur-crested_cockatoo,89,0,fix_mask,property_masks/n01819313_sulphur-crested_cockatoo_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01819313_sulphur-crested_cockatoo_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2183713329081632,0.5629278087067628,0.4918317057588756,0.12503422469654102,-0.1835336670918368,False,default
n01820546_lorikeet,90,0,fix_mask,property_masks/n01820546_lorikeet_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01820546_lorikeet_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.308414381377551,0.75437802907916,0.029725363489499192,0.6946688206785138,-0.015365363489499193,False,default
n01770393_scorpion,71,0,fix_mask,property_masks/n01770393_scorpion_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01770393_scorpion_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1481385522959183,0.9667698103053949,0.7500336337952375,0.09847975245526705,-0.021861447704081716,False,default
n01773157_black_and_gold_garden_spider,72,0,fix_mask,property_masks/n01773157_black_and_gold_garden_spider_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01773157_black_and_gold_garden_spider_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.0854591836734693,0.4944029850746269,0.21665111940298507,0.6492537313432836,-0.06205726865671646,False,default
n01773797_garden_spider,74,0,fix_mask,property_masks/n01773797_garden_spider_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01773797_garden_spider_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.139907525510204,0.8356125356125356,0.6148148148148148,0.17934472934472934,-0.030092474489796017,False,default
n01774384_black_widow,75,0,fix_mask,property_masks/n01774384_black_widow_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01774384_black_widow_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.0563018176020408,0.76,0.6357522123893805,0.037876106194690264,-0.1136981823979592,False,small_mask_guard
n01774750_tarantula,76,0,fix_mask,property_masks/n01774750_tarantula_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01774750_tarantula_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.5164022640306123,0.4998263285863147,0.1471575778626838,0.5031453822700783,0.11449726403061228,True,large_mask_ratio
n01775062_wolf_spider,77,0,fix_mask,property_masks/n01775062_wolf_spider_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01775062_wolf_spider_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1550542091836734,0.7647814910025706,0.06529562982005141,0.7113110539845758,5.398457580962912e-08,True,outer_band_dominant
n01776313_tick,78,0,fix_mask,property_masks/n01776313_tick_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01776313_tick_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.0954639668367346,0.39791231732776616,0.2997912317327766,0.35720250521920666,-0.2854312317327766,False,default
n01784675_centipede,79,0,fix_mask,property_masks/n01784675_centipede_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01784675_centipede_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2683155293367347,0.8764019906410161,0.4137265096932333,0.3621035430438981,-0.031684470663265296,False,default
n01795545_black_grouse,80,0,fix_mask,property_masks/n01795545_black_grouse_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01795545_black_grouse_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.0810148278061224,0.8435424354243543,0.9185731857318573,0.05043050430504305,-0.08898517219387761,False,default
n01614925_bald_eagle,22,0,fix_mask,property_masks/n01614925_bald_eagle_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01614925_bald_eagle_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.0099449936224489,0.45090180360721444,0.24849699398797595,0.7094188376753507,-0.0018921623246492825,False,small_mask_guard
n01622779_great_grey_owl,24,0,fix_mask,property_masks/n01622779_great_grey_owl_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01622779_great_grey_owl_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1775749362244898,0.5079685746352413,0.039057239057239054,0.5982042648709316,-0.024697239057239057,False,default
n01629819_European_fire_salamander,25,0,fix_mask,property_masks/n01629819_European_fire_salamander_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01629819_European_fire_salamander_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3580795599489796,0.794178215617521,0.38743251516669447,0.36561473813101797,-0.0438254400510204,False,default
n01631663_eft,27,0,fix_mask,property_masks/n01631663_eft_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01631663_eft_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2877869897959184,0.5637119113573407,0.42721606648199445,0.24542936288088643,-0.11411801020408163,False,default
n01632458_spotted_salamander,28,0,fix_mask,property_masks/n01632458_spotted_salamander_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01632458_spotted_salamander_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2864915497448979,0.8439652173913044,0.34747826086956524,0.3645913043478261,-0.013508450255102111,False,default
n01641577_bullfrog,30,0,fix_mask,property_masks/n01641577_bullfrog_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01641577_bullfrog_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1447704081632653,0.38284691629955947,0.03524229074889868,0.7469713656387665,0.03566036563876651,True,outer_band_dominant
n01592084_chickadee,19,0,fix_mask,property_masks/n01592084_chickadee_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01592084_chickadee_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3360969387755102,0.9898600569259962,0.6190702087286527,0.15921489563567362,-0.009214895635673626,False,default
n01601694_water_ouzel,20,0,fix_mask,property_masks/n01601694_water_ouzel_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01601694_water_ouzel_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2837412308673469,0.9863735337500878,0.5375430217040107,0.2827140549273021,-0.03754302170401069,False,default
n01531178_goldfinch,11,0,fix_mask,property_masks/n01531178_goldfinch_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01531178_goldfinch_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2248883928571428,0.43202764976958524,0.38107054236086496,0.24840482098546615,-0.17701660714285722,False,default
n01532829_house_finch,12,0,fix_mask,property_masks/n01532829_house_finch_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01532829_house_finch_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2951211734693877,0.9998649378714208,0.5296461372231226,0.34163965424095083,-0.029646137223122593,False,default
n01534433_junco,13,0,fix_mask,property_masks/n01534433_junco_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01534433_junco_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4759646045918367,0.3196549702704966,0.19504229126538816,0.5151159869357675,0.07405960459183669,True,large_mask_ratio
n01537544_indigo_bunting,14,0,fix_mask,property_masks/n01537544_indigo_bunting_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01537544_indigo_bunting_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.231265943877551,0.7286280592899,0.3265253360910031,0.4311444329541537,-0.12137194071009993,False,default
n01558993_robin,15,0,fix_mask,property_masks/n01558993_robin_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01558993_robin_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4029017857142857,0.9707657301147606,0.4186782746339533,0.2840819153146023,0.0813217253660467,True,large_mask_ratio
n01560419_bulbul,16,0,fix_mask,property_masks/n01560419_bulbul_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01560419_bulbul_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3503866390306122,0.9133723906489961,0.4480973778510892,0.24566293157385813,0.04566293157385812,True,high_connectivity_midlarge
n01580077_jay,17,0,fix_mask,property_masks/n01580077_jay_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01580077_jay_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2219587053571428,0.7279339139804256,0.5339858130555805,0.17150040405854358,-0.07206608601957443,False,default
n01582220_magpie,18,0,fix_mask,property_masks/n01582220_magpie_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n01582220_magpie_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1608139349489795,0.3418019581112901,0.2280332135332755,0.42148965175362496,-0.21367321353327548,False,default
n02085620_Chihuahua,151,0,fix_mask,property_masks/n02085620_Chihuahua_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02085620_Chihuahua_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.623046875,0.8663873072740068,0.2807242019064679,0.45659266841532853,0.221141875,True,large_mask_ratio
n02085782_Japanese_spaniel,152,0,fix_mask,property_masks/n02085782_Japanese_spaniel_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02085782_Japanese_spaniel_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2280771683673469,0.9941454037049983,0.0,0.9017825934987767,0.19047159349877663,True,outer_band_dominant
n02085936_Maltese_dog,153,0,fix_mask,property_masks/n02085936_Maltese_dog_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02085936_Maltese_dog_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2738958864795918,0.37466346503674597,0.00945936112930219,0.7560212471803828,0.044710247180382745,True,outer_band_dominant
n02086079_Pekinese,154,0,fix_mask,property_masks/n02086079_Pekinese_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02086079_Pekinese_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1570073341836734,0.5807311500380807,0.0,0.878014724549378,0.16670372454937799,True,outer_band_dominant
n02086240_Shih-Tzu,155,0,fix_mask,property_masks/n02086240_Shih-Tzu_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02086240_Shih-Tzu_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.0888871173469387,0.20919282511210763,0.3836322869955157,0.3031390134529148,-0.3130178826530613,False,default
n02086646_Blenheim_spaniel,156,0,fix_mask,property_masks/n02086646_Blenheim_spaniel_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02086646_Blenheim_spaniel_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4775191326530612,0.89449081803005,0.3036727879799666,0.46515025041736224,0.07561413265306116,True,large_mask_ratio
n02086910_papillon,157,0,fix_mask,property_masks/n02086910_papillon_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02086910_papillon_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.2439213966836734,0.6349374948933736,0.3410409347168886,0.27788217991665987,-0.1579836033163266,False,default
n02088094_Afghan_hound,160,0,fix_mask,property_masks/n02088094_Afghan_hound_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02088094_Afghan_hound_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.3442482461734694,0.7800034736293637,0.010710357204886238,0.7292884849186592,0.017977484918659137,True,outer_band_dominant
n02088238_basset,161,0,fix_mask,property_masks/n02088238_basset_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02088238_basset_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.4333545918367347,0.5231788079470199,0.0002299484915378955,0.7846762325239146,0.07336523252391458,True,large_mask_ratio
n02088364_beagle,162,0,fix_mask,property_masks/n02088364_beagle_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02088364_beagle_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.1910275829081632,0.5174752217005738,0.00031298904538341156,0.8912884715701617,0.17997747157016164,True,outer_band_dominant
n02088466_bloodhound,163,0,fix_mask,property_masks/n02088466_bloodhound_fix_mask_seg0_k50176_eps_0.0001.npz,/Users/zd3504phd/Desktop/XAIV/benchmarks/vggnet16_benchmark2022_segmented_all_imgs/debug_vis/property_masks/n02088466_bloodhound_fix_mask_seg0_k50176_eps_0.0001.npz,ok,0.5245535714285714,0.6190349544072948,0.05927051671732523,0.6405775075987842,0.12264857142857138,True,large_mask_ratio
