image,k,eps,segment_index,model,onnx,fix_mask_row_index,fix_nonmask_row_index,fix_mask_old_result,fix_mask_new_result,fix_nonmask_old_result,fix_nonmask_new_result,result_differed,fix_mask_old_bab_time,fix_mask_new_bab_time,fix_nonmask_old_bab_time,fix_nonmask_new_bab_time,bab_time_differed,fix_mask_old_all_time,fix_mask_new_all_time,fix_nonmask_old_all_time,fix_nonmask_new_all_time,all_time_differed,any_swapped_value_changed
n01537544_indigo_bunting,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1965,1966,unsat False,unsat False,unsat False,unsat False,False,621.2129085063934,687.900130033493,687.900130033493,621.2129085063934,True,626.712682723999,692.988353729248,692.988353729248,626.712682723999,True,True
n01537544_indigo_bunting,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1935,1936,unsat False,unsat False,unsat False,unsat False,False,648.9524862766266,711.1015481948853,711.1015481948853,648.9524862766266,True,654.3178081512451,724.3118250370026,724.3118250370026,654.3178081512451,True,True
n01537544_indigo_bunting,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1905,1906,unsat False,unsat False,unsat False,unsat False,False,691.4251410961151,731.9096357822418,731.9096357822418,691.4251410961151,True,696.9391367435455,745.3496861457825,745.3496861457825,696.9391367435455,True,True
n01537544_indigo_bunting,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2054,2055,unsat False,timeout False,timeout False,unsat False,True,704.1046245098114,3051.07508635521,3051.07508635521,704.1046245098114,True,717.5799927711487,3064.5033071041107,3064.5033071041107,717.5799927711487,True,True
n01537544_indigo_bunting,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1994,1995,unsat False,timeout False,timeout False,unsat False,True,740.4823081493378,3051.362909078598,3051.362909078598,740.4823081493378,True,753.8922603130341,3064.606032371521,3064.606032371521,753.8922603130341,True,True
n01558993_robin,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2029,2030,unsat False,unsat False,unsat False,unsat False,False,584.7440695762634,587.346301317215,587.346301317215,584.7440695762634,True,591.4696214199066,592.7068574428558,592.7068574428558,591.4696214199066,True,True
n01558993_robin,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1968,1969,unsat False,unsat False,unsat False,unsat False,False,605.895352602005,619.56432056427,619.56432056427,605.895352602005,True,612.6508936882019,624.9147164821625,624.9147164821625,612.6508936882019,True,True
n01558993_robin,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1938,1939,unsat False,unsat False,unsat False,unsat False,False,638.1433284282684,664.5731899738312,664.5731899738312,638.1433284282684,True,643.5122923851013,677.7560994625092,677.7560994625092,643.5122923851013,True,True
n01558993_robin,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1908,1909,unsat False,unsat False,unsat False,unsat False,False,658.0637540817261,674.571300983429,674.571300983429,658.0637540817261,True,670.9910984039307,687.8010046482086,687.8010046482086,670.9910984039307,True,True
n01558993_robin,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2058,2059,unsat False,unsat False,unsat False,unsat False,False,680.3367245197296,704.406359910965,704.406359910965,680.3367245197296,True,693.231107711792,717.6245169639587,717.6245169639587,693.231107711792,True,True
n01558993_robin,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1998,1999,timeout False,timeout False,timeout False,timeout False,False,2146.871659040451,2241.825859308243,2241.825859308243,2146.871659040451,True,2159.7969975471497,2256.83276629448,2256.83276629448,2159.7969975471497,True,True
n01560419_bulbul,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2036,2037,unsat False,unsat False,unsat False,unsat False,False,618.9273569583893,592.9695518016815,592.9695518016815,618.9273569583893,True,622.8522515296936,597.2478098869324,597.2478098869324,622.8522515296936,True,True
n01560419_bulbul,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1971,1977,unsat False,unsat False,unsat False,unsat False,False,547.2588970661163,594.4155440330505,594.4155440330505,547.2588970661163,True,552.8088731765747,598.7851622104645,598.7851622104645,552.8088731765747,True,True
n01560419_bulbul,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1941,1947,unsat False,unsat False,unsat False,unsat False,False,570.0251550674438,647.4367706775665,647.4367706775665,570.0251550674438,True,575.6569945812225,659.7364885807037,659.7364885807037,575.6569945812225,True,True
n01560419_bulbul,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1911,1917,unsat False,unsat False,unsat False,unsat False,False,619.3090674877167,670.2902240753174,670.2902240753174,619.3090674877167,True,633.110767364502,682.4104812145233,682.4104812145233,633.110767364502,True,True
n01560419_bulbul,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2061,2067,unsat False,unsat False,unsat False,unsat False,False,643.0446698665619,698.5218670368195,698.5218670368195,643.0446698665619,True,655.8716907501221,710.4485766887665,710.4485766887665,655.8716907501221,True,True
n01560419_bulbul,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2001,2007,unsat False,unsat False,unsat False,unsat False,False,662.4849622249603,734.6046755313873,734.6046755313873,662.4849622249603,True,675.2166385650635,746.4372336864471,746.4372336864471,675.2166385650635,True,True
n01580077_jay,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2039,2032,sat False,sat False,sat False,sat False,False,1.7513086795806885,1.7037208080291748,1.7037208080291748,1.7513086795806885,True,5.750699996948242,7.1418421268463135,7.1418421268463135,5.750699996948242,True,True
n01580077_jay,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1979,1972,sat False,sat False,sat False,sat False,False,1.7927632331848145,1.1989457607269287,1.1989457607269287,1.7927632331848145,True,5.701122045516968,6.6308557987213135,6.6308557987213135,5.701122045516968,True,True
n01580077_jay,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1949,1942,sat False,sat True,sat True,sat False,True,2.261630058288574,,,2.261630058288574,True,6.378659009933472,5.638402462005615,5.638402462005615,6.378659009933472,True,True
n01580077_jay,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1919,1912,sat False,sat True,sat True,sat False,True,2.175456285476685,,,2.175456285476685,True,6.256426572799683,5.638405084609985,5.638405084609985,6.256426572799683,True,True
n01580077_jay,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2069,2062,sat True,sat True,sat True,sat True,False,,,,,False,4.261873960494995,5.784434080123901,5.784434080123901,4.261873960494995,True,True
n01580077_jay,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2009,2002,sat True,sat True,sat True,sat True,False,,,,,False,4.627449989318848,5.706465721130371,5.706465721130371,4.627449989318848,True,True
n01582220_magpie,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2034,2035,unsat False,unsat False,unsat False,unsat False,False,645.4306783676147,652.9368238449097,652.9368238449097,645.4306783676147,True,653.2785708904266,660.501678943634,660.501678943634,653.2785708904266,True,True
n01582220_magpie,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1974,1975,unsat False,unsat False,unsat False,unsat False,False,607.533087015152,681.4182178974152,681.4182178974152,607.533087015152,True,615.0876865386963,688.9299623966217,688.9299623966217,615.0876865386963,True,True
n01582220_magpie,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1944,1945,unsat False,unsat False,unsat False,unsat False,False,644.2057609558105,699.309014081955,699.309014081955,644.2057609558105,True,652.1524090766907,712.9929659366608,712.9929659366608,652.1524090766907,True,True
n01582220_magpie,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1914,1915,unsat False,unsat False,unsat False,unsat False,False,685.5938622951508,734.8878281116486,734.8878281116486,685.5938622951508,True,691.2778298854828,750.3445675373077,750.3445675373077,691.2778298854828,True,True
n01582220_magpie,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2064,2065,unsat False,unsat False,unsat False,unsat False,False,683.0939874649048,825.4644811153412,825.4644811153412,683.0939874649048,True,696.0914933681488,840.5221915245056,840.5221915245056,696.0914933681488,True,True
n01582220_magpie,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2004,2005,unsat False,timeout False,timeout False,unsat False,True,732.0687773227692,2940.4309055805206,2940.4309055805206,732.0687773227692,True,744.9759788513184,2955.8710765838623,2955.8710765838623,744.9759788513184,True,True
n01592084_chickadee,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2011,2012,unsat False,unsat False,unsat False,unsat False,False,609.4124610424042,615.7068581581116,615.7068581581116,609.4124610424042,True,614.6872282028198,620.8600342273712,620.8600342273712,614.6872282028198,True,True
n01592084_chickadee,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1950,1951,unsat False,unsat False,unsat False,unsat False,False,623.7167534828186,658.9463067054749,658.9463067054749,623.7167534828186,True,628.8824505805969,664.1454169750214,664.1454169750214,628.8824505805969,True,True
n01592084_chickadee,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1920,1921,unsat False,unsat False,unsat False,unsat False,False,651.8582739830017,694.6233687400818,694.6233687400818,651.8582739830017,True,657.5921366214752,707.8412752151489,707.8412752151489,657.5921366214752,True,True
n01592084_chickadee,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1890,1891,unsat False,unsat False,unsat False,unsat False,False,704.4486875534058,736.0753378868103,736.0753378868103,704.4486875534058,True,719.2139973640442,749.4284977912903,749.4284977912903,719.2139973640442,True,True
n01592084_chickadee,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2040,2041,unsat False,unsat False,unsat False,unsat False,False,752.3392808437347,760.9221742153168,760.9221742153168,752.3392808437347,True,765.7872083187103,774.094776391983,774.094776391983,765.7872083187103,True,True
n01592084_chickadee,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1981,1982,unsat False,timeout False,timeout False,unsat False,True,776.7354643344879,2658.209468126297,2658.209468126297,776.7354643344879,True,790.131511926651,2671.4047091007237,2671.4047091007237,790.131511926651,True,True
n01601694_water_ouzel,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2014,2015,sat False,sat False,sat False,sat False,False,1.2642581462860107,0.8938257694244385,0.8938257694244385,1.2642581462860107,True,6.612001180648804,5.993468523025513,5.993468523025513,6.612001180648804,True,True
n01601694_water_ouzel,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1953,1954,sat False,sat False,sat False,sat False,False,1.7404396533966064,0.9117145538330078,0.9117145538330078,1.7404396533966064,True,7.009194850921631,6.283998012542725,6.283998012542725,7.009194850921631,True,True
n01601694_water_ouzel,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1923,1924,sat False,sat True,sat True,sat False,True,1.979299783706665,,,1.979299783706665,True,7.338235378265381,5.64095950126648,5.64095950126648,7.338235378265381,True,True
n01601694_water_ouzel,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1893,1894,sat True,sat True,sat True,sat True,False,,,,,False,5.443689346313477,5.78180193901062,5.78180193901062,5.443689346313477,True,True
n01601694_water_ouzel,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2043,2044,sat True,sat True,sat True,sat True,False,,,,,False,5.483647584915161,5.627808094024658,5.627808094024658,5.483647584915161,True,True
n01601694_water_ouzel,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1984,1985,sat True,sat True,sat True,sat True,False,,,,,False,5.557185173034668,5.497887134552002,5.497887134552002,5.557185173034668,True,True
n01629819_European_fire_salamander,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1879,1880,sat False,sat False,sat False,sat False,False,1.1693365573883057,2.009626626968384,2.009626626968384,1.1693365573883057,True,6.43955135345459,7.256384134292603,7.256384134292603,6.43955135345459,True,True
n01629819_European_fire_salamander,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1843,1844,sat False,sat False,sat False,sat False,False,1.7831037044525146,1.2589027881622314,1.2589027881622314,1.7831037044525146,True,7.1171555519104,6.648482084274292,6.648482084274292,7.1171555519104,True,True
n01629819_European_fire_salamander,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1789,1790,sat False,sat True,sat True,sat False,True,1.802290439605713,,,1.802290439605713,True,7.141428709030151,5.597857475280762,5.597857475280762,7.141428709030151,True,True
n01629819_European_fire_salamander,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1825,1826,sat True,sat True,sat True,sat True,False,,,,,False,5.517526388168335,5.414797306060791,5.414797306060791,5.517526388168335,True,True
n01629819_European_fire_salamander,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1861,1862,sat True,sat True,sat True,sat True,False,,,,,False,5.519138336181641,5.665360450744629,5.665360450744629,5.519138336181641,True,True
n01629819_European_fire_salamander,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1807,1808,sat True,sat True,sat True,sat True,False,,,,,False,5.385877370834351,5.5476720333099365,5.5476720333099365,5.385877370834351,True,True
n01632458_spotted_salamander,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1885,1886,sat False,sat False,sat False,sat False,False,1.82320237159729,2.1925666332244877,2.1925666332244877,1.82320237159729,True,7.032163858413696,7.407870531082153,7.407870531082153,7.032163858413696,True,True
n01632458_spotted_salamander,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1849,1850,sat False,sat False,sat False,sat False,False,0.919001579284668,1.174576997756958,1.174576997756958,0.919001579284668,True,6.193359136581421,6.2974913120269775,6.2974913120269775,6.193359136581421,True,True
n01632458_spotted_salamander,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1795,1796,sat False,sat True,sat True,sat False,True,1.925498485565185,,,1.925498485565185,True,7.213739395141602,5.423556327819824,5.423556327819824,7.213739395141602,True,True
n01632458_spotted_salamander,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1831,1832,sat True,sat True,sat True,sat True,False,,,,,False,5.549942255020142,5.559710502624512,5.559710502624512,5.549942255020142,True,True
n01632458_spotted_salamander,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1867,1868,sat True,sat True,sat True,sat True,False,,,,,False,5.478105068206787,5.444252252578735,5.444252252578735,5.478105068206787,True,True
n01632458_spotted_salamander,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1813,1814,sat True,sat True,sat True,sat True,False,,,,,False,5.5715172290802,5.4339988231658936,5.4339988231658936,5.5715172290802,True,True
