image,k,eps,segment_index,model,onnx,fix_mask_row_index,fix_nonmask_row_index,fix_mask_old_result,fix_mask_new_result,fix_nonmask_old_result,fix_nonmask_new_result,result_differed,fix_mask_old_bab_time,fix_mask_new_bab_time,fix_nonmask_old_bab_time,fix_nonmask_new_bab_time,bab_time_differed,fix_mask_old_all_time,fix_mask_new_all_time,fix_nonmask_old_all_time,fix_nonmask_new_all_time,all_time_differed,any_swapped_value_changed
n01665541_leatherback_turtle,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2980,2981,unsat False,unsat False,unsat False,unsat False,False,637.8791666030884,643.3069279193878,643.3069279193878,637.8791666030884,True,643.1495451927185,648.5547540187836,648.5547540187836,643.1495451927185,True,True
n01665541_leatherback_turtle,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3034,3035,unsat False,unsat False,unsat False,unsat False,False,631.2003552913666,673.3319551944733,673.3319551944733,631.2003552913666,True,636.4163107872009,678.5594322681427,678.5594322681427,636.4163107872009,True,True
n01665541_leatherback_turtle,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3115,3116,unsat False,unsat False,unsat False,unsat False,False,632.5093033313751,699.6599736213684,699.6599736213684,632.5093033313751,True,637.7642815113068,713.1837735176086,713.1837735176086,637.7642815113068,True,True
n01665541_leatherback_turtle,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3007,3008,unsat False,unsat False,unsat False,unsat False,False,663.3811058998108,722.2036027908325,722.2036027908325,663.3811058998108,True,668.54065990448,735.5558969974518,735.5558969974518,668.54065990448,True,True
n01665541_leatherback_turtle,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3061,3062,unsat False,unsat False,unsat False,unsat False,False,712.9731576442719,772.6840343475342,772.6840343475342,712.9731576442719,True,726.2487473487854,786.058358669281,786.058358669281,726.2487473487854,True,True
n01665541_leatherback_turtle,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3088,3089,unsat False,timeout False,timeout False,unsat False,True,716.7797358036041,2643.35164475441,2643.35164475441,716.7797358036041,True,730.0880372524261,2656.8093757629395,2656.8093757629395,730.0880372524261,True,True
n01675722_banded_gecko,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,2991,2992,unsat False,unsat False,unsat False,unsat False,False,615.6985967159271,689.1781759262085,689.1781759262085,615.6985967159271,True,620.8107342720032,694.4871025085449,694.4871025085449,620.8107342720032,True,True
n01675722_banded_gecko,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3045,3046,unsat False,unsat False,unsat False,unsat False,False,626.8302111625671,711.5301082134247,711.5301082134247,626.8302111625671,True,631.9123318195343,716.8183834552765,716.8183834552765,631.9123318195343,True,True
n01675722_banded_gecko,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3126,3127,unsat False,unsat False,unsat False,unsat False,False,623.3698987960815,709.0025560855865,709.0025560855865,623.3698987960815,True,628.5970091819763,722.0020377635956,722.0020377635956,628.5970091819763,True,True
n01675722_banded_gecko,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3021,3018,unsat False,unsat False,unsat False,unsat False,False,628.4906516075134,771.9086232185364,771.9086232185364,628.4906516075134,True,632.6572930812836,785.1068484783173,785.1068484783173,632.6572930812836,True,True
n01675722_banded_gecko,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3075,3073,unsat False,unsat False,unsat False,unsat False,False,625.1383731365204,831.7602405548096,831.7602405548096,625.1383731365204,True,629.4895915985107,844.975129365921,844.975129365921,629.4895915985107,True,True
n01675722_banded_gecko,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3102,3100,unsat False,timeout False,timeout False,unsat False,True,655.2802469730377,3429.942162513733,3429.942162513733,655.2802469730377,True,669.1990807056427,3443.32159614563,3443.32159614563,669.1990807056427,True,True
n01695060_Komodo_dragon,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3256,3257,sat False,sat False,sat False,sat False,False,2.1860251426696777,1.8786108493804927,1.8786108493804927,2.1860251426696777,True,7.502214908599853,7.229068040847778,7.229068040847778,7.502214908599853,True,True
n01695060_Komodo_dragon,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3214,3215,sat False,sat False,sat False,sat False,False,3.444234848022461,2.5949063301086426,2.5949063301086426,3.444234848022461,True,8.667856931686401,7.919982433319092,7.919982433319092,8.667856931686401,True,True
n01695060_Komodo_dragon,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3151,3152,sat False,sat True,sat True,sat False,True,2.2751870155334477,,,2.2751870155334477,True,7.571003437042236,5.639695644378662,5.639695644378662,7.571003437042236,True,True
n01695060_Komodo_dragon,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3193,3194,sat True,sat True,sat True,sat True,False,,,,,False,5.587707757949829,5.580584764480591,5.580584764480591,5.587707757949829,True,True
n01695060_Komodo_dragon,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3235,3236,sat True,sat True,sat True,sat True,False,,,,,False,5.661221027374268,5.564612150192261,5.564612150192261,5.661221027374268,True,True
n01695060_Komodo_dragon,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,3172,3173,sat True,sat True,sat True,sat True,False,,,,,False,5.625733852386475,5.641792297363281,5.641792297363281,5.625733852386475,True,True
n01728920_ringneck_snake,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,337,338,unsat False,unsat False,unsat False,unsat False,False,662.3407292366028,684.7951781749725,684.7951781749725,662.3407292366028,True,667.626336812973,689.7917461395264,689.7917461395264,667.626336812973,True,True
n01728920_ringneck_snake,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,322,323,unsat False,unsat False,unsat False,unsat False,False,689.109165430069,707.5252873897552,707.5252873897552,689.109165430069,True,694.3206739425659,712.7494258880615,712.7494258880615,694.3206739425659,True,True
n01728920_ringneck_snake,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,352,353,unsat False,unsat False,unsat False,unsat False,False,714.540132522583,729.5542192459106,729.5542192459106,714.540132522583,True,719.7233688831329,742.7748982906342,742.7748982906342,719.7233688831329,True,True
n01728920_ringneck_snake,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,307,308,unsat False,unsat False,unsat False,unsat False,False,733.1684505939484,779.487256526947,779.487256526947,733.1684505939484,True,746.2324845790863,792.7252018451691,792.7252018451691,746.2324845790863,True,True
n01728920_ringneck_snake,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,292,293,unsat False,unsat False,unsat False,unsat False,False,799.5275657176971,802.9820294380188,802.9820294380188,799.5275657176971,True,812.820006608963,816.1493253707886,816.1493253707886,812.820006608963,True,True
n01728920_ringneck_snake,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,367,368,unsat False,timeout False,timeout False,unsat False,True,828.0147004127502,2848.8998413085938,2848.8998413085938,828.0147004127502,True,841.0718927383423,2861.904150724411,2861.904150724411,841.0718927383423,True,True
n01737021_water_snake,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,343,344,unsat False,unsat False,unsat False,unsat False,False,597.0347101688385,682.7196497917175,682.7196497917175,597.0347101688385,True,602.1417739391327,688.0170111656189,688.0170111656189,602.1417739391327,True,True
n01737021_water_snake,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,328,329,unsat False,unsat False,unsat False,unsat False,False,613.5583026409149,705.1590962409973,705.1590962409973,613.5583026409149,True,619.9894878864288,710.20476770401,710.20476770401,619.9894878864288,True,True
n01737021_water_snake,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,358,359,unsat False,unsat False,unsat False,unsat False,False,604.9247298240662,728.4957671165466,728.4957671165466,604.9247298240662,True,610.0878767967224,741.5615570545197,741.5615570545197,610.0878767967224,True,True
n01737021_water_snake,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,313,314,unsat False,unsat False,unsat False,unsat False,False,637.6294746398926,767.4442183971405,767.4442183971405,637.6294746398926,True,641.5402796268463,780.6690900325775,780.6690900325775,641.5402796268463,True,True
n01737021_water_snake,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,298,299,unsat False,unsat False,unsat False,unsat False,False,655.0333368778229,809.9000895023346,809.9000895023346,655.0333368778229,True,663.2088046073914,822.9102299213409,822.9102299213409,663.2088046073914,True,True
n01737021_water_snake,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,373,374,unsat False,timeout False,timeout False,unsat False,True,668.0969316959381,4037.995038986206,4037.995038986206,668.0969316959381,True,681.1872224807739,4051.135989427567,4051.135989427567,681.1872224807739,True,True
n01770393_scorpion,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1621,1622,sat False,sat False,sat False,sat False,False,1.713613986968994,0.922825574874878,0.922825574874878,1.713613986968994,True,7.013993740081787,6.1786394119262695,6.1786394119262695,7.013993740081787,True,True
n01770393_scorpion,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1675,1676,sat False,sat False,sat False,sat False,False,0.845858097076416,1.4174787998199463,1.4174787998199463,0.845858097076416,True,5.889287948608398,6.782757520675659,6.782757520675659,5.889287948608398,True,True
n01770393_scorpion,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1756,1757,sat True,sat True,sat True,sat True,False,,,,,False,5.823896884918213,5.509036779403687,5.509036779403687,5.823896884918213,True,True
n01770393_scorpion,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1648,1649,sat True,sat True,sat True,sat True,False,,,,,False,5.874565124511719,5.638407945632935,5.638407945632935,5.874565124511719,True,True
n01770393_scorpion,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1702,1703,sat True,sat True,sat True,sat True,False,,,,,False,5.492586135864258,5.5099711418151855,5.5099711418151855,5.492586135864258,True,True
n01770393_scorpion,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1729,1730,sat True,sat True,sat True,sat True,False,,,,,False,5.460262060165405,5.56960916519165,5.56960916519165,5.460262060165405,True,True
n01773797_garden_spider,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1627,1628,unsat False,unsat False,unsat False,unsat False,False,673.25155210495,636.7290287017822,636.7290287017822,673.25155210495,True,678.5082676410675,646.0038249492645,646.0038249492645,678.5082676410675,True,True
n01773797_garden_spider,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1681,1682,unsat False,unsat False,unsat False,unsat False,False,691.9487104415894,706.536562204361,706.536562204361,691.9487104415894,True,697.2610611915588,714.7426006793976,714.7426006793976,697.2610611915588,True,True
n01773797_garden_spider,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1762,1763,unsat False,unsat False,unsat False,unsat False,False,682.9940769672394,704.0011024475098,704.0011024475098,682.9940769672394,True,695.9555630683899,717.2221429347992,717.2221429347992,695.9555630683899,True,True
n01773797_garden_spider,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1654,1655,unsat False,unsat False,unsat False,unsat False,False,678.2259356975555,715.0680150985718,715.0680150985718,678.2259356975555,True,691.2994680404663,728.3458683490753,728.3458683490753,691.2994680404663,True,True
n01773797_garden_spider,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1708,1709,unsat False,unsat False,unsat False,unsat False,False,687.5760564804077,777.2914555072784,777.2914555072784,687.5760564804077,True,700.633142709732,790.3214311599731,790.3214311599731,700.633142709732,True,True
n01773797_garden_spider,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1735,1736,unsat False,timeout False,timeout False,unsat False,True,688.6783385276794,2595.686622619629,2595.686622619629,688.6783385276794,True,701.8246326446533,2608.8694202899933,2608.8694202899933,701.8246326446533,True,True
n01774384_black_widow,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1630,1631,unsat False,unsat False,unsat False,unsat False,False,704.7623755931854,724.4230535030365,724.4230535030365,704.7623755931854,True,709.9486992359161,729.9582171440125,729.9582171440125,709.9486992359161,True,True
n01774384_black_widow,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1684,1685,unsat False,unsat False,unsat False,unsat False,False,770.9055347442627,778.7322766780853,778.7322766780853,770.9055347442627,True,776.0671696662903,784.2883183956146,784.2883183956146,776.0671696662903,True,True
n01774384_black_widow,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1765,1766,unsat False,unsat False,unsat False,unsat False,False,771.3804798126221,781.6388742923737,781.6388742923737,771.3804798126221,True,776.688854932785,795.0808215141296,795.0808215141296,776.688854932785,True,True
n01774384_black_widow,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1657,1658,unsat False,unsat False,unsat False,unsat False,False,771.9433879852295,871.5611231327057,871.5611231327057,771.9433879852295,True,775.954288482666,884.8004810810089,884.8004810810089,775.954288482666,True,True
n01774384_black_widow,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1711,1712,unsat False,timeout False,timeout False,unsat False,True,771.4254515171051,2637.641221523285,2637.641221523285,771.4254515171051,True,776.839203119278,2650.9065024852757,2650.9065024852757,776.839203119278,True,True
n01774384_black_widow,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1738,1739,unsat False,timeout False,timeout False,unsat False,True,774.9719030857086,3662.6369709968567,3662.6369709968567,774.9719030857086,True,780.3826377391815,3676.448668479919,3676.448668479919,780.3826377391815,True,True
n01784675_centipede,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1642,1643,unsat False,unsat False,unsat False,unsat False,False,604.50248503685,609.5021970272064,609.5021970272064,604.50248503685,True,609.8694546222687,614.645717382431,614.645717382431,609.8694546222687,True,True
n01784675_centipede,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1696,1697,unsat False,unsat False,unsat False,unsat False,False,640.6672234535217,653.8829829692841,653.8829829692841,640.6672234535217,True,646.1345462799072,659.1827046871185,659.1827046871185,646.1345462799072,True,True
n01784675_centipede,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1777,1778,unsat False,unsat False,unsat False,unsat False,False,696.931624174118,685.634804725647,685.634804725647,696.931624174118,True,710.1816976070404,698.8356928825378,698.8356928825378,710.1816976070404,True,True
n01784675_centipede,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1669,1670,unsat False,unsat False,unsat False,unsat False,False,716.042158126831,716.9895567893982,716.9895567893982,716.042158126831,True,729.4318473339081,730.2873334884644,730.2873334884644,729.4318473339081,True,True
n01784675_centipede,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1723,1724,unsat False,unsat False,unsat False,unsat False,False,717.3721506595612,777.0848958492279,777.0848958492279,717.3721506595612,True,730.6452970504761,790.7643442153931,790.7643442153931,730.6452970504761,True,True
n01784675_centipede,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1750,1751,unsat False,unsat False,unsat False,unsat False,False,717.4458065032959,798.6536746025085,798.6536746025085,717.4458065032959,True,730.7261128425598,811.9682767391205,811.9682767391205,730.7261128425598,True,True
n01795545_black_grouse,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1645,1646,unsat False,unsat False,unsat False,unsat False,False,689.3722240924835,669.2685968875885,669.2685968875885,689.3722240924835,True,694.7071626186371,674.4631297588348,674.4631297588348,694.7071626186371,True,True
n01795545_black_grouse,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1699,1700,unsat False,unsat False,unsat False,unsat False,False,707.056102514267,716.8174571990967,716.8174571990967,707.056102514267,True,712.389830827713,722.2360081672668,722.2360081672668,712.389830827713,True,True
n01795545_black_grouse,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1780,1781,unsat False,unsat False,unsat False,unsat False,False,715.2695300579071,716.2927083969116,716.2927083969116,715.2695300579071,True,728.5658731460571,729.628664970398,729.628664970398,728.5658731460571,True,True
n01795545_black_grouse,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1672,1673,unsat False,unsat False,unsat False,unsat False,False,715.8885159492493,791.272554397583,791.272554397583,715.8885159492493,True,729.0844027996063,804.529394865036,804.529394865036,729.0844027996063,True,True
n01795545_black_grouse,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1726,1727,unsat False,unsat False,unsat False,unsat False,False,714.3688592910767,838.943229675293,838.943229675293,714.3688592910767,True,727.6422765254974,852.1440563201904,852.1440563201904,727.6422765254974,True,True
n01795545_black_grouse,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1753,1754,unsat False,timeout False,timeout False,unsat False,True,715.2964673042297,3679.981165647506,3679.981165647506,715.2964673042297,True,728.6059935092926,3692.0385930538177,3692.0385930538177,728.6059935092926,True,True
n01796340_ptarmigan,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1459,1460,sat False,sat False,sat False,sat False,False,1.8928301334381104,1.8586385250091555,1.8586385250091555,1.8928301334381104,True,8.313651084899902,7.219594478607178,7.219594478607178,8.313651084899902,True,True
n01796340_ptarmigan,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1513,1514,sat False,sat False,sat False,sat False,False,0.8516099452972412,2.104787349700928,2.104787349700928,0.8516099452972412,True,6.664562225341797,7.838359832763672,7.838359832763672,6.664562225341797,True,True
n01796340_ptarmigan,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1594,1595,sat True,sat True,sat True,sat True,False,,,,,False,6.405208349227905,5.985949754714966,5.985949754714966,6.405208349227905,True,True
n01796340_ptarmigan,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1486,1487,sat True,sat True,sat True,sat True,False,,,,,False,5.8677818775177,5.834611654281616,5.834611654281616,5.8677818775177,True,True
n01796340_ptarmigan,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1540,1541,sat True,sat True,sat True,sat True,False,,,,,False,6.300607681274414,6.168114423751831,6.168114423751831,6.300607681274414,True,True
n01796340_ptarmigan,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1567,1568,sat True,sat True,sat True,sat True,False,,,,,False,5.721957921981812,6.592387437820435,6.592387437820435,5.721957921981812,True,True
n01797886_ruffed_grouse,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1462,1463,sat False,sat False,sat False,sat False,False,0.8059773445129395,0.8274483680725098,0.8274483680725098,0.8059773445129395,True,6.524702548980713,6.597889423370361,6.597889423370361,6.524702548980713,True,True
n01797886_ruffed_grouse,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1516,1517,sat False,sat False,sat False,sat False,False,1.387099027633667,0.8173494338989258,0.8173494338989258,1.387099027633667,True,7.158068895339966,6.567847967147827,6.567847967147827,7.158068895339966,True,True
n01797886_ruffed_grouse,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1597,1598,sat True,sat True,sat True,sat True,False,,,,,False,5.960892915725708,6.021040678024292,6.021040678024292,5.960892915725708,True,True
n01797886_ruffed_grouse,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1489,1490,sat True,sat True,sat True,sat True,False,,,,,False,5.876533269882202,6.080259799957275,6.080259799957275,5.876533269882202,True,True
n01797886_ruffed_grouse,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1543,1544,sat True,sat True,sat True,sat True,False,,,,,False,5.921928405761719,5.936359882354736,5.936359882354736,5.921928405761719,True,True
n01797886_ruffed_grouse,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1570,1571,sat True,sat True,sat True,sat True,False,,,,,False,6.023904800415039,6.059703350067139,6.059703350067139,6.023904800415039,True,True
n01806567_quail,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1468,1469,unsat False,unsat False,unsat False,unsat False,False,639.0250144004822,691.9413268566132,691.9413268566132,639.0250144004822,True,644.8084154129028,697.2966568470001,697.2966568470001,644.8084154129028,True,True
n01806567_quail,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1522,1523,unsat False,unsat False,unsat False,unsat False,False,649.9863419532776,702.1930568218231,702.1930568218231,649.9863419532776,True,655.6627116203308,707.466451883316,707.466451883316,655.6627116203308,True,True
n01806567_quail,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1603,1604,unsat False,unsat False,unsat False,unsat False,False,677.1628649234772,752.0152888298035,752.0152888298035,677.1628649234772,True,690.4888546466827,767.6068563461304,767.6068563461304,690.4888546466827,True,True
n01806567_quail,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1495,1496,unsat False,unsat False,unsat False,unsat False,False,705.7899925708771,826.9744620323181,826.9744620323181,705.7899925708771,True,719.0355887413025,840.2228918075562,840.2228918075562,719.0355887413025,True,True
n01806567_quail,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1549,1550,unsat False,timeout False,timeout False,unsat False,True,705.9107222557068,2898.207391738892,2898.207391738892,705.9107222557068,True,719.2071077823639,2911.6734189987183,2911.6734189987183,719.2071077823639,True,True
n01806567_quail,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1576,1577,unsat False,timeout False,timeout False,unsat False,True,713.4623720645905,3835.91402554512,3835.91402554512,713.4623720645905,True,726.9692106246948,3853.968428850174,3853.968428850174,726.9692106246948,True,True
n01819313_sulphur-crested_cockatoo,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1480,1481,sat False,sat False,sat False,sat False,False,1.7718174457550049,3.179344415664673,3.179344415664673,1.7718174457550049,True,7.109225034713745,8.525289297103882,8.525289297103882,7.109225034713745,True,True
n01819313_sulphur-crested_cockatoo,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1534,1535,sat False,sat False,sat False,sat False,False,1.3903262615203855,3.439411163330078,3.439411163330078,1.3903262615203855,True,6.669057130813599,8.802117586135864,8.802117586135864,6.669057130813599,True,True
n01819313_sulphur-crested_cockatoo,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1615,1616,sat True,sat True,sat True,sat True,False,,,,,False,5.635220766067505,5.504461526870728,5.504461526870728,5.635220766067505,True,True
n01819313_sulphur-crested_cockatoo,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1507,1508,sat True,sat True,sat True,sat True,False,,,,,False,5.631770372390747,5.660034418106079,5.660034418106079,5.631770372390747,True,True
n01819313_sulphur-crested_cockatoo,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1561,1562,sat True,sat True,sat True,sat True,False,,,,,False,5.587562561035156,5.600331544876099,5.600331544876099,5.587562561035156,True,True
n01819313_sulphur-crested_cockatoo,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1588,1589,sat True,sat True,sat True,sat True,False,,,,,False,5.658007383346558,5.661935091018677,5.661935091018677,5.658007383346558,True,True
n01824575_coucal,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1057,1058,sat False,sat False,sat False,sat False,False,1.5454339981079102,0.857391357421875,0.857391357421875,1.5454339981079102,True,7.137850046157837,6.214734315872192,6.214734315872192,7.137850046157837,True,True
n01824575_coucal,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,997,998,sat False,sat False,sat False,sat False,False,1.833338022232056,1.2346668243408203,1.2346668243408203,1.833338022232056,True,7.615781784057617,6.798694133758545,6.798694133758545,7.615781784057617,True,True
n01824575_coucal,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,967,968,sat True,sat True,sat True,sat True,False,,,,,False,5.979558706283569,5.590815305709839,5.590815305709839,5.979558706283569,True,True
n01824575_coucal,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,937,938,sat True,sat True,sat True,sat True,False,,,,,False,5.8849146366119385,5.576313257217407,5.576313257217407,5.8849146366119385,True,True
n01824575_coucal,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1087,1088,sat True,sat True,sat True,sat True,False,,,,,False,5.818843126296997,5.561927318572998,5.561927318572998,5.818843126296997,True,True
n01824575_coucal,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1027,1028,sat True,sat True,sat True,sat True,False,,,,,False,5.836315155029297,5.999822616577148,5.999822616577148,5.836315155029297,True,True
n01833805_hummingbird,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1066,1067,unsat False,unsat False,unsat False,unsat False,False,677.1512579917908,672.0816357135773,672.0816357135773,677.1512579917908,True,685.0618331432343,677.4069504737854,677.4069504737854,685.0618331432343,True,True
n01833805_hummingbird,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1006,1007,unsat False,unsat False,unsat False,unsat False,False,685.6353282928467,706.1830337047577,706.1830337047577,685.6353282928467,True,693.5787143707275,711.5324165821075,711.5324165821075,693.5787143707275,True,True
n01833805_hummingbird,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,976,977,unsat False,unsat False,unsat False,unsat False,False,745.4933412075043,757.9799158573151,757.9799158573151,745.4933412075043,True,759.1390278339386,771.2268106937408,771.2268106937408,759.1390278339386,True,True
n01833805_hummingbird,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,946,947,unsat False,unsat False,unsat False,unsat False,False,785.1189541816711,791.7460834980011,791.7460834980011,785.1189541816711,True,798.8115241527557,804.9618616104126,804.9618616104126,798.8115241527557,True,True
n01833805_hummingbird,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1096,1097,unsat False,unsat False,unsat False,unsat False,False,785.4057252407074,818.5218298435211,818.5218298435211,785.4057252407074,True,799.1881313323975,831.5501906871796,831.5501906871796,799.1881313323975,True,True
n01833805_hummingbird,50176.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1036,1037,unsat False,unsat False,unsat False,unsat False,False,785.7911365032196,861.5644080638885,861.5644080638885,785.7911365032196,True,799.6171555519104,874.7796330451965,874.7796330451965,799.6171555519104,True,True
n01843065_jacamar,1568.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1069,1070,sat False,sat False,sat False,sat False,False,3.290473699569702,3.442875623703003,3.442875623703003,3.290473699569702,True,8.734821796417236,8.795073747634888,8.795073747634888,8.734821796417236,True,True
n01843065_jacamar,3136.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1009,1010,sat False,sat False,sat False,sat False,False,2.359892606735229,3.425243616104126,3.425243616104126,2.359892606735229,True,8.954315185546875,8.768007278442383,8.768007278442383,8.954315185546875,True,True
n01843065_jacamar,6272.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,979,980,sat True,sat True,sat True,sat True,False,,,,,False,5.605376720428467,5.665761709213257,5.665761709213257,5.605376720428467,True,True
n01843065_jacamar,12544.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,949,950,sat True,sat True,sat True,sat True,False,,,,,False,5.622785329818726,5.612247943878174,5.612247943878174,5.622785329818726,True,True
n01843065_jacamar,25088.0,0.0001,0.0,vgg16-7,onnx/vgg16-7.onnx,1099,1100,sat True,sat True,sat True,sat True,False,,,,,False,5.64923095703125,5.607625246047974,5.607625246047974,5.64923095703125,True,True
