transition,image,eps,k,Global_tag,Object_tag,Background_tag,Global_lb_minus_rhs,Object_lb_minus_rhs,Background_lb_minus_rhs,Global_X,Object_X,Background_X,Global_bnb,Object_bnb,Background_bnb
Unsafe → Unsafe,n02640242_sturgeon,0.0001,50176.0,n02640242_sturgeon_global,n02640242_sturgeon_seg0_fixnonmask,n02640242_sturgeon_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02643566_lionfish,0.0001,50176.0,n02643566_lionfish_global,n02643566_lionfish_seg0_fixnonmask,n02643566_lionfish_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02655020_puffer,0.0001,50176.0,n02655020_puffer_global,n02655020_puffer_seg0_fixnonmask,n02655020_puffer_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02690373_airliner,0.0001,50176.0,n02690373_airliner_global,n02690373_airliner_seg0_fixnonmask,n02690373_airliner_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02699494_altar,0.0001,50176.0,n02699494_altar_global,n02699494_altar_seg0_fixnonmask,n02699494_altar_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02704792_amphibian,0.0001,50176.0,n02704792_amphibian_global,n02704792_amphibian_seg0_fixnonmask,n02704792_amphibian_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02769748_backpack,0.0001,50176.0,n02769748_backpack_global,n02769748_backpack_seg0_fixnonmask,n02769748_backpack_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02776631_bakery,0.0001,50176.0,n02776631_bakery_global,n02776631_bakery_seg0_fixnonmask,n02776631_bakery_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02790996_barbell,0.0001,50176.0,n02790996_barbell_global,n02790996_barbell_seg0_fixnonmask,n02790996_barbell_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02793495_barn,0.0001,50176.0,n02793495_barn_global,n02793495_barn_seg0_fixnonmask,n02793495_barn_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02794156_barometer,0.0001,50176.0,n02794156_barometer_global,n02794156_barometer_seg0_fixnonmask,n02794156_barometer_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02797295_barrow,0.0001,50176.0,n02797295_barrow_global,n02797295_barrow_seg0_fixnonmask,n02797295_barrow_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02804610_bassoon,0.0001,50176.0,n02804610_bassoon_global,n02804610_bassoon_seg0_fixnonmask,n02804610_bassoon_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02814860_beacon,0.0001,50176.0,n02814860_beacon_global,n02814860_beacon_seg0_fixnonmask,n02814860_beacon_seg0_fixmask,,,-inf,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02834397_bib,0.0001,50176.0,n02834397_bib_global,n02834397_bib_seg0_fixnonmask,n02834397_bib_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02835271_bicycle-built-for-two,0.0001,50176.0,n02835271_bicycle-built-for-two_global,n02835271_bicycle-built-for-two_seg0_fixnonmask,n02835271_bicycle-built-for-two_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02837789_bikini,0.0001,50176.0,n02837789_bikini_global,n02837789_bikini_seg0_fixnonmask,n02837789_bikini_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02841315_binoculars,0.0001,50176.0,n02841315_binoculars_global,n02841315_binoculars_seg0_fixnonmask,n02841315_binoculars_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02860847_bobsled,0.0001,50176.0,n02860847_bobsled_global,n02860847_bobsled_seg0_fixnonmask,n02860847_bobsled_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02871525_bookshop,0.0001,50176.0,n02871525_bookshop_global,n02871525_bookshop_seg0_fixnonmask,n02871525_bookshop_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02877765_bottlecap,0.0001,50176.0,n02877765_bottlecap_global,n02877765_bottlecap_seg0_fixnonmask,n02877765_bottlecap_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02894605_breakwater,0.0001,50176.0,n02894605_breakwater_global,n02894605_breakwater_seg0_fixnonmask,n02894605_breakwater_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02909870_bucket,0.0001,50176.0,n02909870_bucket_global,n02909870_bucket_seg0_fixnonmask,n02909870_bucket_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02939185_caldron,0.0001,50176.0,n02939185_caldron_global,n02939185_caldron_seg0_fixnonmask,n02939185_caldron_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02951358_canoe,0.0001,50176.0,n02951358_canoe_global,n02951358_canoe_seg0_fixnonmask,n02951358_canoe_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02963159_cardigan,0.0001,50176.0,n02963159_cardigan_global,n02963159_cardigan_seg0_fixnonmask,n02963159_cardigan_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02978881_cassette,0.0001,50176.0,n02978881_cassette_global,n02978881_cassette_seg0_fixnonmask,n02978881_cassette_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02981792_catamaran,0.0001,50176.0,n02981792_catamaran_global,n02981792_catamaran_seg0_fixnonmask,n02981792_catamaran_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n02999410_chain,0.0001,50176.0,n02999410_chain_global,n02999410_chain_seg0_fixnonmask,n02999410_chain_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03047690_clog,0.0001,50176.0,n03047690_clog_global,n03047690_clog_seg0_fixnonmask,n03047690_clog_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03065424_coil,0.0001,50176.0,n03065424_coil_global,n03065424_coil_seg0_fixnonmask,n03065424_coil_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03100240_convertible,0.0001,50176.0,n03100240_convertible_global,n03100240_convertible_seg0_fixnonmask,n03100240_convertible_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03109150_corkscrew,0.0001,50176.0,n03109150_corkscrew_global,n03109150_corkscrew_seg0_fixnonmask,n03109150_corkscrew_seg0_fixmask,,,-inf,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03110669_cornet,0.0001,50176.0,n03110669_cornet_global,n03110669_cornet_seg0_fixnonmask,n03110669_cornet_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03125729_cradle,0.0001,50176.0,n03125729_cradle_global,n03125729_cradle_seg0_fixnonmask,n03125729_cradle_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03141823_crutch,0.0001,50176.0,n03141823_crutch_global,n03141823_crutch_seg0_fixnonmask,n03141823_crutch_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03146219_cuirass,0.0001,50176.0,n03146219_cuirass_global,n03146219_cuirass_seg0_fixnonmask,n03146219_cuirass_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03160309_dam,0.0001,50176.0,n03160309_dam_global,n03160309_dam_seg0_fixnonmask,n03160309_dam_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03179701_desk,0.0001,50176.0,n03179701_desk_global,n03179701_desk_seg0_fixnonmask,n03179701_desk_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03216828_dock,0.0001,50176.0,n03216828_dock_global,n03216828_dock_seg0_fixnonmask,n03216828_dock_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03218198_dogsled,0.0001,50176.0,n03218198_dogsled_global,n03218198_dogsled_seg0_fixnonmask,n03218198_dogsled_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03249569_drum,0.0001,50176.0,n03249569_drum_global,n03249569_drum_seg0_fixnonmask,n03249569_drum_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03255030_dumbbell,0.0001,50176.0,n03255030_dumbbell_global,n03255030_dumbbell_seg0_fixnonmask,n03255030_dumbbell_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03721384_marimba,0.0001,50176.0,n03721384_marimba_global,n03721384_marimba_seg0_fixnonmask,n03721384_marimba_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03724870_mask,0.0001,50176.0,n03724870_mask_global,n03724870_mask_seg0_fixnonmask,n03724870_mask_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n03733131_maypole,0.0001,50176.0,n03733131_maypole_global,n03733131_maypole_seg0_fixnonmask,n03733131_maypole_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n04019541_puck,0.0001,50176.0,n04019541_puck_global,n04019541_puck_seg0_fixnonmask,n04019541_puck_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n04033995_quilt,0.0001,50176.0,n04033995_quilt_global,n04033995_quilt_seg0_fixnonmask,n04033995_quilt_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n04371774_swing,0.0001,50176.0,n04371774_swing_global,n04371774_swing_seg0_fixnonmask,n04371774_swing_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n04398044_teapot,0.0001,50176.0,n04398044_teapot_global,n04398044_teapot_seg0_fixnonmask,n04398044_teapot_seg0_fixmask,,,-inf,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n04399382_teddy,0.0001,50176.0,n04399382_teddy_global,n04399382_teddy_seg0_fixnonmask,n04399382_teddy_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n04417672_thatch,0.0001,50176.0,n04417672_thatch_global,n04417672_thatch_seg0_fixnonmask,n04417672_thatch_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n07718472_cucumber,0.0001,50176.0,n07718472_cucumber_global,n07718472_cucumber_seg0_fixnonmask,n07718472_cucumber_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
Unsafe → Unsafe,n07718747_artichoke,0.0001,50176.0,n07718747_artichoke_global,n07718747_artichoke_seg0_fixnonmask,n07718747_artichoke_seg0_fixmask,,,,Unsafe,Unsafe,Unsafe,False,False,False
